id,observed_on_string,observed_on,time_observed_at,time_zone,out_of_range,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,id_please,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
1803699,2014-08-15 22:03:31,2014-08-15,2014-08-16 02:03:31 UTC,Eastern Time (US & Canada),,5892,botanygirl,2015-07-26 14:36:11 UTC,2015-09-01 13:59:21 UTC,research,CC-BY,http://www.inaturalist.org/observations/1803699,https://static.inaturalist.org/photos/2185409/medium.jpg?1437921468,,"","",false,1,0,false,,"Rice Rd, Shippensburg, pa",40.018037,-77.554088,70,,,false,,manual,Hypena scabra,Hypena scabra,Green Cloverworm Moth,Insecta,118513
1830041,2014-05-20 01:22:13,2014-05-20,2014-05-20 05:22:13 UTC,Eastern Time (US & Canada),,15723,reallifeecology,2015-08-04 01:42:45 UTC,2018-10-03 00:28:00 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1830041,https://static.inaturalist.org/photos/2221728/medium.JPG?1438652602,,"",RNH,false,2,0,false,,"643 Sherry Rd., Jasper, TN",35.08183,-85.587563,75,,,false,,manual,Green Cloverworm Moth,Hypena scabra,Green Cloverworm Moth,Insecta,118513
1830523,2014-05-29 00:47:31,2014-05-29,2014-05-29 04:47:31 UTC,Eastern Time (US & Canada),,15723,reallifeecology,2015-08-04 04:27:30 UTC,2017-03-04 01:36:22 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1830523,https://static.inaturalist.org/photos/2222480/medium.JPG?1438662488,,"",RNH,false,1,0,false,,"643 Sherry Rd., Jasper, TN",35.08183,-85.587563,71,,,false,,manual,Green Cloverworm Moth,Hypena scabra,Green Cloverworm Moth,Insecta,118513
1830711,2014-06-01 00:37:00,2014-06-01,2014-06-01 04:37:00 UTC,Eastern Time (US & Canada),,15723,reallifeecology,2015-08-04 05:04:38 UTC,2017-03-03 17:07:01 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1830711,https://static.inaturalist.org/photos/2222696/medium.JPG?1438664680,,"","",false,1,0,false,,"643 Sherry Rd., Jasper, TN",35.08183,-85.587563,65,,,false,,manual,Green Cloverworm Moth,Hypena scabra,Green Cloverworm Moth,Insecta,118513
1834322,2014-06-06 23:39:35,2014-06-06,2014-06-07 03:39:35 UTC,Eastern Time (US & Canada),,15723,reallifeecology,2015-08-05 15:36:29 UTC,2017-02-27 04:01:42 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1834322,https://static.inaturalist.org/photos/2227409/medium.JPG?1438789028,,"","",false,1,0,false,,"643 Sherry Rd., Jasper TN",35.081919,-85.587401,70,,,false,,manual,Green Cloverworm Moth,Hypena scabra,Green Cloverworm Moth,Insecta,118513
1834401,2014-06-04 23:36:48,2014-06-04,2014-06-05 03:36:48 UTC,Eastern Time (US & Canada),,15723,reallifeecology,2015-08-05 16:03:30 UTC,2017-02-27 03:59:53 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1834401,https://static.inaturalist.org/photos/2227498/medium.JPG?1438790652,,"","",false,1,0,false,,"643 Sherry Rd., Jasper TN",35.08183,-85.587563,65,,,false,,manual,Green Cloverworm Moth,Hypena scabra,Green Cloverworm Moth,Insecta,118513
1834455,2014-06-04 23:50:41,2014-06-04,2014-06-05 03:50:41 UTC,Eastern Time (US & Canada),,15723,reallifeecology,2015-08-05 16:16:06 UTC,2017-02-23 06:37:05 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1834455,https://static.inaturalist.org/photos/2227564/medium.JPG?1438791368,,"","",false,1,0,false,,"643 Sherry Rd., Jasper TN",35.08183,-85.587563,62,,,false,,manual,Green Cloverworm Moth,Hypena scabra,Green Cloverworm Moth,Insecta,118513
1834781,2014-07-04 23:49:09,2014-07-04,2014-07-05 03:49:09 UTC,Eastern Time (US & Canada),,15723,reallifeecology,2015-08-05 17:19:34 UTC,2017-02-16 20:32:18 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1834781,https://static.inaturalist.org/photos/2227951/medium.JPG?1438795180,,"","",false,1,0,false,,"643 Sherry Rd., Jasper, TN",35.08183,-85.587563,71,,,false,,manual,Green Cloverworm Moth,Hypena scabra,Green Cloverworm Moth,Insecta,118513
1836742,2014-07-30 23:35:29,2014-07-30,2014-07-31 03:35:29 UTC,Eastern Time (US & Canada),,15723,reallifeecology,2015-08-06 06:15:52 UTC,2018-10-03 01:12:30 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1836742,https://static.inaturalist.org/photos/2230886/medium.JPG?1438841791,,"","",false,1,0,false,,"643 Sherry Rd., Jasper TN",35.08183,-85.587563,62,,,false,,manual,Green Cloverworm Moth,Hypena scabra,Green Cloverworm Moth,Insecta,118513
1872333,2014-08-15 22:05:29,2014-08-15,2014-08-16 02:05:29 UTC,Eastern Time (US & Canada),,15723,reallifeecology,2015-08-18 21:37:50 UTC,2019-08-16 14:55:52 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1872333,https://static.inaturalist.org/photos/2280081/medium.JPG?1439933905,,"","",false,1,0,false,,McAlhany Nature Preserve,33.150631,-80.698528,711,,,false,,manual,Green Cloverworm Moth,Hypena scabra,Green Cloverworm Moth,Insecta,118513
2585599,2010-05-15,2010-05-15,,Central Time (US & Canada),,27047,gcwarbler,2016-01-16 15:13:28 UTC,2017-09-26 05:43:13 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/2585599,https://static.inaturalist.org/photos/2888111/medium.jpg?1452957309,,moth,At porchlight.,false,1,0,false,,"Salton Drive, Austin, Travis Co., TX",30.417984,-97.758602,206,,,false,,,Green Cloverworm Moth,Hypena scabra,Green Cloverworm Moth,Insecta,118513
2653882,2013-09-23,2013-09-23,,Eastern Time (US & Canada),,109098,leannewallis,2016-02-07 19:33:41 UTC,2018-11-02 17:41:00 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/2653882,https://static.inaturalist.org/photos/2981859/medium.JPG?1454873623,,"","",false,1,0,false,,Caledon,43.798607,-79.987765,2000,,,false,,"",Green Cloverworm Moth,Hypena scabra,Green Cloverworm Moth,Insecta,118513
2697802,2011-06-25,2011-06-25,,Eastern Time (US & Canada),,46821,lepalot,2016-02-19 21:56:45 UTC,2017-11-09 21:49:54 UTC,research,,http://www.inaturalist.org/observations/2697802,https://static.inaturalist.org/photos/3036783/medium.JPG?1455919007,,"","",false,1,0,false,,Parker Dam State Park,41.209914,-78.503006,6,,,false,,,Green Cloverworm Moth,Hypena scabra,Green Cloverworm Moth,Insecta,118513
2697804,2013-06-07,2013-06-07,,Eastern Time (US & Canada),,46821,lepalot,2016-02-19 21:58:04 UTC,2016-02-21 15:50:20 UTC,research,,http://www.inaturalist.org/observations/2697804,https://static.inaturalist.org/photos/3036786/medium.JPG?1455919087,,"","",false,1,0,false,,Bruin,41.075739,-79.738154,3,,,false,,,Green Cloverworm Moth,Hypena scabra,Green Cloverworm Moth,Insecta,118513
2875181,2014-06-19 20:15,2014-06-19,2014-06-20 00:15:00 UTC,Eastern Time (US & Canada),,45551,goldeagle60,2016-04-03 21:41:27 UTC,2017-11-09 22:05:21 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/2875181,https://static.inaturalist.org/photos/3282346/medium.JPG?1459719692,,"",Green Cloverworm Moth,false,1,0,false,,"761 Willow Lane, Gap, Pa.",39.994154,-75.999698,,,,false,,,Green Cloverworm Moth,Hypena scabra,Green Cloverworm Moth,Insecta,118513
3286594,2012-08-15 08:43:38,2012-08-15,2012-08-15 12:43:38 UTC,Eastern Time (US & Canada),,192858,krosenthal,2016-05-24 01:55:16 UTC,2018-06-01 23:36:24 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/3286594,https://static.inaturalist.org/photos/3799647/medium.JPG?1464054919,,"",,false,1,0,false,,Walker Nature Center,38.926093,-77.34188,8,,,false,,,Green Cloverworm Moth,Hypena scabra,Green Cloverworm Moth,Insecta,118513
3420703,2012-09-22 10:50:08,2012-09-22,2012-09-22 14:50:08 UTC,Eastern Time (US & Canada),,192858,krosenthal,2016-06-09 19:10:50 UTC,2018-06-01 23:30:16 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/3420703,https://static.inaturalist.org/photos/3961423/medium.JPG?1465499453,,"",,false,1,0,false,,Walker Nature Center,38.926218,-77.341855,18,,,false,,,Green Cloverworm Moth,Hypena scabra,Green Cloverworm Moth,Insecta,118513
3432142,2012-12-3,2012-12-03,,Eastern Time (US & Canada),,192858,krosenthal,2016-06-11 03:41:39 UTC,2018-06-01 23:28:54 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/3432142,https://static.inaturalist.org/photos/3976423/medium.JPG?1465616505,,"","",false,1,0,false,,Walker Nature Center,38.926199,-77.341876,17,,,false,,,Green Cloverworm Moth,Hypena scabra,Green Cloverworm Moth,Insecta,118513
3432630,2012-11-19,2012-11-19,,Eastern Time (US & Canada),,192858,krosenthal,2016-06-11 04:59:30 UTC,2017-11-10 00:01:49 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/3432630,https://static.inaturalist.org/photos/3977204/medium.JPG?1465621173,,"","",true,2,0,false,,,,,430,private,,true,,,Green Cloverworm Moth,Hypena scabra,Green Cloverworm Moth,Insecta,118513
3594039,2010/08/22 2:33 AM EDT,2010-08-22,2010-08-22 06:33:00 UTC,Eastern Time (US & Canada),,1692,edcoreyncdpr,2016-07-02 16:44:38 UTC,2017-01-18 20:41:38 UTC,research,,http://www.inaturalist.org/observations/3594039,https://static.inaturalist.org/photos/4161307/medium.JPG?1467477078,,"",,false,1,0,false,,"Moore County, NC, USA",35.0737111862,-79.5577650518,8,,,false,,,Green Cloverworm Moth,Hypena scabra,Green Cloverworm Moth,Insecta,118513
3921703,2013/07/24 10:26 PM EDT,2013-07-24,2013-07-25 02:26:00 UTC,Eastern Time (US & Canada),,281081,wayne_fidler,2016-08-20 01:44:25 UTC,2019-04-28 01:21:44 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/3921703,https://static.inaturalist.org/photos/4613853/medium.jpeg?1471657079,,"","",false,1,0,false,,"Oswego County, US-NY, US",43.449827,-76.303792,3,,,false,,manual,Green Cloverworm Moth,Hypena scabra,Green Cloverworm Moth,Insecta,118513
4034361,2012/07/25 9:19 PM EDT,2012-07-25,2012-07-26 01:19:00 UTC,Eastern Time (US & Canada),,263819,loriannkayaker,2016-09-04 20:31:16 UTC,2017-01-18 21:19:32 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4034361,https://static.inaturalist.org/photos/4770366/medium.jpeg?1473019824,,"","A night of mothing with Merrill Lynch, Brian Bockhan, Paul Scharf, Jackie Nelson and myself.",false,1,0,false,,New River State Park,36.4615202,-81.3386749,9,,,false,,,Green Cloverworm Moth,Hypena scabra,Green Cloverworm Moth,Insecta,118513
4045831,2014/08/26 1:49 PM CDT,2014-08-26,2014-08-26 18:49:00 UTC,Central Time (US & Canada),,280601,randyshonkwiler,2016-09-06 02:51:58 UTC,2016-10-18 13:37:13 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4045831,https://static.inaturalist.org/photos/4788538/medium.jpg?1473130282,,"",Green Cloverworm Rainbow Beach Park.,false,1,0,false,,"Rainbow Park Beach, Chicago, IL 60649, USA",41.7589238,-87.5506019,1618,,,false,,,Green Cloverworm Moth,Hypena scabra,Green Cloverworm Moth,Insecta,118513
4045837,2014/08/26 6:28 PM CDT,2014-08-26,2014-08-26 23:28:00 UTC,Central Time (US & Canada),,280601,randyshonkwiler,2016-09-06 02:53:20 UTC,2016-09-06 05:32:38 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4045837,https://static.inaturalist.org/photos/4788559/medium.jpg?1473130376,,"",Green Cloverworm (Hypena scabra) Jackson Park.,false,1,0,false,,"Jackson Park, Chicago, IL, USA",41.7832522,-87.578253,1501,,,false,,,Green Cloverworm Moth,Hypena scabra,Green Cloverworm Moth,Insecta,118513
4097833,2010/10/20 8:02 PM CDT,2010-10-20,2010-10-21 01:02:00 UTC,Central Time (US & Canada),,27047,gcwarbler,2016-09-13 01:43:12 UTC,2018-05-07 21:56:07 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4097833,https://static.inaturalist.org/photos/4866173/medium.jpg?1473730619,,"BCNWR, Beard, Erebidae, Moth",A very common moth at the porchlight.,false,2,0,false,,"Beard tract, Balcones Canyonlands NWR, Burnet Co., TX",30.64,-98.0753333333,200,,,false,,,Green Cloverworm Moth,Hypena scabra,Green Cloverworm Moth,Insecta,118513
4099450,2010/10/28 8:28 PM CDT,2010-10-28,2010-10-29 01:28:00 UTC,Central Time (US & Canada),,27047,gcwarbler,2016-09-13 11:38:47 UTC,2017-09-26 14:29:42 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4099450,https://static.inaturalist.org/photos/4868934/medium.jpg?1473766576,,"Erebidae, Home, Moth","",false,3,0,false,,"Salton Drive, Austin, Travis Co., TX",30.4179888889,-97.7585444444,100,,,false,,,Green Cloverworm Moth,Hypena scabra,Green Cloverworm Moth,Insecta,118513
4105582,2010/11/03 7:35 PM CDT,2010-11-03,2010-11-04 00:35:00 UTC,Central Time (US & Canada),,27047,gcwarbler,2016-09-14 04:04:05 UTC,2018-05-07 21:56:07 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4105582,https://static.inaturalist.org/photos/4878408/medium.jpg?1473825582,,"BCNWR, Beard, Erebidae, Moth",Two examples at the Beard cabin.,false,2,0,false,,"Beard tract, Balcones Canyonlands NWR, Burnet Co., TX",30.64,-98.0753333333,200,,,false,,,Green Cloverworm Moth,Hypena scabra,Green Cloverworm Moth,Insecta,118513
4105583,2010/11/17 9:05 AM CST,2010-11-17,2010-11-17 15:05:00 UTC,Central Time (US & Canada),,27047,gcwarbler,2016-09-14 04:04:05 UTC,2018-05-07 21:56:06 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4105583,https://static.inaturalist.org/photos/4878410/medium.jpg?1473825585,,"BCNWR, Erebidae, Moth, New Salem",Two different examples at the Refuge HQ in November; the 2nd image actually taken on 11/19.  The species was common most evenings/mornings at the porchlight.,false,2,0,false,,"Refuge HQ, Balcones Canyonlands NWR, Travis Co., TX",30.50785,-98.0238194444,100,,,false,,,Green Cloverworm Moth,Hypena scabra,Green Cloverworm Moth,Insecta,118513
4107459,2010/11/06 9:47 PM CDT,2010-11-06,2010-11-07 02:47:00 UTC,Central Time (US & Canada),,27047,gcwarbler,2016-09-14 14:33:07 UTC,2017-09-26 14:34:06 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4107459,https://static.inaturalist.org/photos/4881110/medium.jpg?1473863157,,"Erebidae, Home, Moth","A November record, and a relatively light colored example.",false,1,0,false,,"Salton Drive, Austin, Travis Co., TX",30.4179888889,-97.7585444444,100,,,false,,,Green Cloverworm Moth,Hypena scabra,Green Cloverworm Moth,Insecta,118513
4107460,2010/11/09 11:29 PM CST,2010-11-09,2010-11-10 05:29:00 UTC,Central Time (US & Canada),,27047,gcwarbler,2016-09-14 14:33:07 UTC,2017-09-26 14:34:06 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4107460,https://static.inaturalist.org/photos/4881111/medium.jpg?1473863162,,"Erebidae, Home, Moth","A different, very dark individual.",false,1,0,false,,"Salton Drive, Austin, Travis Co., TX",30.4179888889,-97.7585444444,100,,,false,,,Green Cloverworm Moth,Hypena scabra,Green Cloverworm Moth,Insecta,118513
4117040,2010/12/15 6:26 PM CST,2010-12-15,2010-12-16 00:26:00 UTC,Central Time (US & Canada),,27047,gcwarbler,2016-09-15 18:55:22 UTC,2018-05-07 21:56:05 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4117040,https://static.inaturalist.org/photos/4895403/medium.jpg?1473965550,,"BCNWR, Erebidae, Moth, New Salem",A couple of December records at the Refuge HQ.,false,3,0,false,,"Refuge HQ, Balcones Canyonlands NWR, Travis Co., TX",30.50785,-98.0238194444,100,,,false,,,Green Cloverworm Moth,Hypena scabra,Green Cloverworm Moth,Insecta,118513
4276712,2010/12/10 8:10 PM CST,2010-12-10,2010-12-11 02:10:00 UTC,Central Time (US & Canada),,27047,gcwarbler,2016-10-05 15:31:35 UTC,2017-09-26 15:47:00 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4276712,https://static.inaturalist.org/photos/5122510/medium.jpg?1475681312,,"Erebidae, Home, Moth","",false,1,0,false,,"Salton Drive, Austin, Travis Co., TX",30.4179888889,-97.7585444444,100,,,false,,,Green Cloverworm Moth,Hypena scabra,Green Cloverworm Moth,Insecta,118513
4285022,2011/01/08 6:58 PM CST,2011-01-08,2011-01-09 00:58:00 UTC,Central Time (US & Canada),,27047,gcwarbler,2016-10-06 17:28:09 UTC,2017-09-26 15:50:55 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4285022,https://static.inaturalist.org/photos/5136087/medium.jpg?1475774654,,"Erebidae, Home, Moth",One of the most common moths at the porchlight through the cold months.,false,3,0,false,,"Salton Drive, Austin, Travis Co., TX",30.4178714499,-97.758523598,100,,,false,,,Green Cloverworm Moth,Hypena scabra,Green Cloverworm Moth,Insecta,118513
4304119,2011/02/17 8:07 PM CST,2011-02-17,2011-02-18 02:07:00 UTC,Central Time (US & Canada),,27047,gcwarbler,2016-10-09 13:47:49 UTC,2017-09-26 16:05:12 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4304119,https://static.inaturalist.org/photos/5166959/medium.jpg?1476020525,,"Erebidae, Home, Moth",Very common through the cooler months at the porchlight.,false,1,0,false,,"Salton Drive, Austin, Travis Co., TX",30.417725,-97.7591611111,100,,,false,,,Green Cloverworm Moth,Hypena scabra,Green Cloverworm Moth,Insecta,118513
4384528,2012/07/07 9:48 AM -0400,2012-07-07,2012-07-07 12:48:00 UTC,Atlantic Time (Canada),,263819,loriannkayaker,2016-10-18 14:26:58 UTC,2017-01-18 21:43:15 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4384528,https://static.inaturalist.org/photos/5260784/medium.jpg?1476798605,,"",,false,1,0,false,,"Rocky Face Mountain Recreational Area, 3451 Rocky Face Church Rd, Hiddenite, NC 28636, USA",35.9623936,-81.120742,3,,,false,,,Green Cloverworm Moth,Hypena scabra,Green Cloverworm Moth,Insecta,118513
4455790,2014-12-15 9:03pm,2014-12-15,2014-12-16 03:03:00 UTC,Central Time (US & Canada),,24973,annikaml,2016-10-29 15:57:59 UTC,2017-04-19 15:46:50 UTC,research,CC-BY,http://www.inaturalist.org/observations/4455790,https://static.inaturalist.org/photos/5369544/medium.jpeg?1477756683,,"","",false,1,0,false,,"Texas, US",32.997776594,-96.6681272454,2,obscured,,true,,,Green Cloverworm Moth,Hypena scabra,Green Cloverworm Moth,Insecta,118513
4463748,2010/08/01 8:05 AM EDT,2010-08-01,2010-08-01 12:05:00 UTC,Eastern Time (US & Canada),,263819,loriannkayaker,2016-10-30 20:24:23 UTC,2017-01-18 21:49:16 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4463748,https://static.inaturalist.org/photos/5383008/medium.jpg?1477857672,,"",,false,1,0,false,,"St Stephens Park - Catawba County, NC",35.7789017,-81.2842443,30,,,false,,,Green Cloverworm Moth,Hypena scabra,Green Cloverworm Moth,Insecta,118513
4464920,2011/03/23 8:27 PM EDT,2011-03-23,2011-03-24 00:27:00 UTC,Eastern Time (US & Canada),,263819,loriannkayaker,2016-10-30 22:27:21 UTC,2017-01-18 21:49:55 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4464920,https://static.inaturalist.org/photos/5384145/medium.jpg?1477862382,,"",,false,1,0,false,,Home,35.688823,-81.190333,19,,,false,,,Green Cloverworm Moth,Hypena scabra,Green Cloverworm Moth,Insecta,118513
4585971,2013/07/18,2013-07-18,,UTC,,272887,garyyankech,2016-11-17 02:26:12 UTC,2016-11-19 01:04:04 UTC,research,,http://www.inaturalist.org/observations/4585971,https://static.inaturalist.org/photos/5540654/medium.jpg?1479349289,,"",,false,1,0,false,,"Rouge, Toronto, ON, Canada",43.8317638343,-79.233458787,12,,,false,,,Green Cloverworm Moth,Hypena scabra,Green Cloverworm Moth,Insecta,118513
4602914,2013-01-28 10:37pm,2013-01-28,2013-01-29 04:37:00 UTC,Central Time (US & Canada),,24973,annikaml,2016-11-20 03:16:16 UTC,2017-04-19 15:49:51 UTC,research,CC-BY,http://www.inaturalist.org/observations/4602914,https://static.inaturalist.org/photos/5565020/medium.jpg?1479611779,,"","",false,1,0,false,,"Texas, US",32.8842189281,-96.750863754,4,obscured,,true,,,Green Cloverworm Moth,Hypena scabra,Green Cloverworm Moth,Insecta,118513
4736391,2013/07/28 9:20 AM CDT,2013-07-28,2013-07-28 14:20:00 UTC,Central Time (US & Canada),,216168,psweet,2016-12-08 17:27:26 UTC,2019-03-26 03:07:32 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4736391,https://static.inaturalist.org/photos/5727992/medium.jpg?1481215760,,"",SONY DSC,false,1,0,false,,Van Patten Woods FP,42.4736796205,-87.9318237305,453,,,false,,,Hypena scabra,Hypena scabra,Green Cloverworm Moth,Insecta,118513
4846785,2013/10/08 8:17 PM EDT,2013-10-08,2013-10-09 00:17:00 UTC,Eastern Time (US & Canada),,342604,peggyo,2016-12-26 22:20:00 UTC,2017-11-30 17:19:52 UTC,research,CC0,https://www.inaturalist.org/observations/4846785,https://static.inaturalist.org/photos/5885841/medium.jpeg?1482790775,,Green clover worm moth,,false,1,0,false,,"Burke, VA, USA",38.7934466,-77.2716505,4372,,,false,,,Green Cloverworm Moth,Hypena scabra,Green Cloverworm Moth,Insecta,118513
4868603,2013/10/19 10:05 PM EDT,2013-10-19,2013-10-20 02:05:00 UTC,Eastern Time (US & Canada),,135719,fynkynd,2016-12-30 17:27:29 UTC,2017-03-13 16:19:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/4868603,https://static.inaturalist.org/photos/5914594/medium.jpg?1483115345,,"",,false,1,0,false,,"Searsmont, ME 04973, USA",44.3354982189,-69.1769599915,31,,,false,,,Green Cloverworm Moth,Hypena scabra,Green Cloverworm Moth,Insecta,118513
4868604,2013/10/18 7:47 PM EDT,2013-10-18,2013-10-18 23:47:00 UTC,Eastern Time (US & Canada),,135719,fynkynd,2016-12-30 17:27:29 UTC,2017-03-13 16:19:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/4868604,https://static.inaturalist.org/photos/5914597/medium.jpg?1483115366,,"",,false,1,0,false,,"Searsmont, ME 04973, USA",44.3354982189,-69.1769599915,31,,,false,,,Green Cloverworm Moth,Hypena scabra,Green Cloverworm Moth,Insecta,118513
5292163,2011/10/03,2011-10-03,,Eastern Time (US & Canada),,110496,arborsphere,2017-03-12 22:07:02 UTC,2017-04-07 00:00:30 UTC,research,CC-BY-NC-ND,http://inaturalist.ca/observations/5292163,https://static.inaturalist.org/photos/6547334/medium.jpg?1489356049,,"","",false,1,0,false,,"Larue Mills, ON, Canada",44.4363268128,-75.884704068,2,,,false,,"",Green Cloverworm Moth,Hypena scabra,Green Cloverworm Moth,Insecta,118513
5292164,2011/08/05,2011-08-05,,Eastern Time (US & Canada),,110496,arborsphere,2017-03-12 22:07:02 UTC,2017-04-07 00:00:59 UTC,research,CC-BY-NC-ND,http://inaturalist.ca/observations/5292164,https://static.inaturalist.org/photos/6547331/medium.jpg?1489356046,,"","",false,1,0,false,,"Larue Mills, ON, Canada",44.4363268128,-75.884704068,2,,,false,,"",Green Cloverworm Moth,Hypena scabra,Green Cloverworm Moth,Insecta,118513
5292165,2011/09/15,2011-09-15,,Eastern Time (US & Canada),,110496,arborsphere,2017-03-12 22:07:02 UTC,2017-04-07 00:01:00 UTC,research,CC-BY-NC-ND,http://inaturalist.ca/observations/5292165,https://static.inaturalist.org/photos/6547332/medium.jpg?1489356048,,"","",false,1,0,false,,"Larue Mills, ON, Canada",44.4363268128,-75.884704068,2,,,false,,"",Green Cloverworm Moth,Hypena scabra,Green Cloverworm Moth,Insecta,118513
5292166,2011/10/22,2011-10-22,,Eastern Time (US & Canada),,110496,arborsphere,2017-03-12 22:07:06 UTC,2017-04-07 00:01:00 UTC,research,CC-BY-NC-ND,http://inaturalist.ca/observations/5292166,https://static.inaturalist.org/photos/6547336/medium.jpg?1489356050,,"","",false,1,0,false,,"Larue Mills, ON, Canada",44.4363268128,-75.884704068,2,,,false,,"",Green Cloverworm Moth,Hypena scabra,Green Cloverworm Moth,Insecta,118513
5292167,2012/07/14,2012-07-14,,Eastern Time (US & Canada),,110496,arborsphere,2017-03-12 22:07:08 UTC,2017-04-07 00:00:30 UTC,research,CC-BY-NC-ND,http://inaturalist.ca/observations/5292167,https://static.inaturalist.org/photos/6547337/medium.jpg?1489356051,,"","",false,1,0,false,,"Larue Mills, ON, Canada",44.4363268128,-75.884704068,2,,,false,,"",Green Cloverworm Moth,Hypena scabra,Green Cloverworm Moth,Insecta,118513
5292168,2012/07/16,2012-07-16,,Eastern Time (US & Canada),,110496,arborsphere,2017-03-12 22:07:08 UTC,2017-04-07 00:00:08 UTC,research,CC-BY-NC-ND,http://inaturalist.ca/observations/5292168,https://static.inaturalist.org/photos/6547338/medium.jpg?1489356051,,"",Background grid is 1 cm x 1 cm.,false,1,0,false,,"Larue Mills, ON, Canada",44.4363268128,-75.884704068,2,,,false,,"",Green Cloverworm Moth,Hypena scabra,Green Cloverworm Moth,Insecta,118513
5292169,2012/09/12,2012-09-12,,Eastern Time (US & Canada),,110496,arborsphere,2017-03-12 22:07:09 UTC,2017-04-07 00:00:59 UTC,research,CC-BY-NC-ND,http://inaturalist.ca/observations/5292169,https://static.inaturalist.org/photos/6547339/medium.jpg?1489356052,,"","",false,1,0,false,,"Larue Mills, ON, Canada",44.4363268128,-75.884704068,2,,,false,,"",Green Cloverworm Moth,Hypena scabra,Green Cloverworm Moth,Insecta,118513
5292170,2012/10/15,2012-10-15,,Eastern Time (US & Canada),,110496,arborsphere,2017-03-12 22:07:10 UTC,2017-04-07 00:00:58 UTC,research,CC-BY-NC-ND,http://inaturalist.ca/observations/5292170,https://static.inaturalist.org/photos/6547341/medium.jpg?1489356054,,"","",false,1,0,false,,"Larue Mills, ON, Canada",44.4363268128,-75.884704068,2,,,false,,"",Green Cloverworm Moth,Hypena scabra,Green Cloverworm Moth,Insecta,118513
5292171,2012/10/18,2012-10-18,,Eastern Time (US & Canada),,110496,arborsphere,2017-03-12 22:07:10 UTC,2017-04-07 00:00:31 UTC,research,CC-BY-NC-ND,http://inaturalist.ca/observations/5292171,https://static.inaturalist.org/photos/6547342/medium.jpg?1489356054,,"",Background grid is 1 cm x 1 cm.,false,2,0,false,,"Larue Mills, ON, Canada",44.4363268128,-75.884704068,2,,,false,,"",Green Cloverworm Moth,Hypena scabra,Green Cloverworm Moth,Insecta,118513
5292172,2012/10/18,2012-10-18,,Eastern Time (US & Canada),,110496,arborsphere,2017-03-12 22:07:11 UTC,2017-04-07 00:00:31 UTC,research,CC-BY-NC-ND,http://inaturalist.ca/observations/5292172,https://static.inaturalist.org/photos/6547344/medium.jpg?1489356055,,"",Background grid is 1 cm x 1 cm.,false,2,0,false,,"Larue Mills, ON, Canada",44.4363268128,-75.884704068,2,,,false,,"",Green Cloverworm Moth,Hypena scabra,Green Cloverworm Moth,Insecta,118513
